Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),Aggr Start 1 Active (on/off),Aggr Start 2 Active (on/off),Boost (psi),CL Fuel Target (AFR),Calculated Load (g/rev),Closed Loop Sw (on/off),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Dynamic Adv (�),Feedback Knock (�),Fine Knock Learn (�),Fuel Mode (mode),Gear Position (Gear),Ignition Timing (�),Inj Duty Cycle (%),Intake Temp (F),Intake Temp Manifold (F),MAF Corr (g/s),MAF VE (%),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),RPM (RPM),Req Torque (Nm),Throttle Pos (%),Wastegate Duty (%), AP Info:[AP3-SUB-004 v1.7.4.0-17408][2018 USDM WRX MT COBB Custom Features Gen1][Reflash: Stage1+BigSF 91 v350 HWG.ptm - Realtime: Stage1+BigSF 91 v350 HWG.ptm]
470.222,-1.56,-0.78,13.80,off,off,-11.02,14.11,0.21,on,14.09,192,1.000,0.00,0.00,0.00,1.0,3,2.50,0.52,61,82,2.78,65.78,0.88,3.63,202,798,0.00,3.9,0.00,0
470.282,-1.56,-0.78,13.83,off,off,-10.93,14.11,0.21,on,14.09,192,1.000,0.00,0.00,0.00,1.0,3,2.00,0.51,61,82,2.78,66.21,0.88,3.72,202,787,0.00,4.3,0.00,0
470.342,-1.56,-0.78,13.80,off,off,-10.93,14.11,0.21,on,14.09,192,1.000,0.00,0.00,0.00,1.0,3,2.00,0.49,61,82,2.70,67.13,0.82,3.72,202,763,0.00,3.1,0.00,0
470.419,-1.56,-0.78,13.80,off,off,-10.98,14.11,0.21,on,14.09,192,1.000,0.00,0.00,0.00,1.0,3,1.50,0.49,61,82,2.69,67.47,0.82,3.66,202,757,0.00,3.1,0.00,0
470.463,-1.56,-0.78,13.80,off,off,-10.98,14.11,0.21,on,14.09,192,1.000,0.00,0.00,0.00,1.0,3,2.00,0.48,61,82,2.67,67.92,0.84,3.67,202,746,0.00,3.5,0.00,0
470.531,-1.56,-0.78,13.79,off,off,-10.98,14.11,0.21,on,14.09,192,1.000,0.00,0.00,0.00,1.0,3,2.00,0.48,61,82,2.65,68.23,0.84,3.67,202,740,0.00,3.5,0.00,0
470.585,-2.34,-0.78,13.79,off,off,-10.97,14.11,0.21,on,14.09,192,1.000,0.00,0.00,0.00,1.0,3,1.00,0.47,61,82,2.65,68.67,0.84,3.68,202,728,0.00,3.5,0.00,0
470.651,-2.34,-0.78,13.80,off,off,-10.95,14.11,0.22,on,14.04,192,1.000,0.00,0.00,0.00,1.0,3,1.00,0.47,61,82,2.63,69.06,0.82,3.70,202,717,0.00,3.5,0.00,0
470.708,-2.34,-0.78,13.79,off,off,-10.90,14.11,0.22,on,14.04,192,1.000,0.00,0.00,0.00,1.0,3,1.00,0.45,61,82,2.61,69.43,0.82,3.75,202,703,0.00,3.5,0.00,0
470.767,-2.34,-0.78,13.83,off,off,-10.85,14.11,0.22,on,14.04,192,1.000,0.00,0.00,0.00,1.0,3,1.50,0.60,61,82,2.63,69.43,0.82,3.79,202,699,0.00,3.5,0.00,0
470.824,-2.34,-0.78,13.83,off,off,-10.78,14.18,0.22,on,14.04,192,1.000,0.00,0.00,0.00,1.0,3,6.00,0.59,61,82,2.63,69.50,0.86,3.87,202,689,0.00,3.5,0.00,0
470.891,-2.34,-0.78,13.85,off,off,-10.74,14.18,0.22,on,14.09,192,1.000,0.00,0.00,0.00,1.0,3,6.00,0.59,61,82,2.64,69.35,0.84,3.91,202,688,0.00,3.5,0.00,0
470.948,-2.34,-0.78,13.88,off,off,-10.71,14.18,0.22,on,14.09,192,1.000,0.00,0.00,0.00,1.0,3,7.00,0.59,61,82,2.65,69.15,0.84,3.94,202,690,0.00,3.5,0.00,0
471.006,-2.34,-0.78,13.88,off,off,-10.67,14.18,0.22,on,14.09,192,1.000,0.00,0.00,0.00,1.0,3,6.50,0.59,61,82,2.67,68.78,0.82,3.98,202,696,0.00,3.5,0.00,0
471.065,-2.34,-0.78,13.92,off,off,-10.66,14.18,0.22,on,14.09,192,1.000,0.00,0.00,0.00,1.0,3,6.50,0.60,61,82,2.69,68.53,0.82,3.98,202,704,0.00,3.5,0.00,0
471.133,-2.34,-0.78,13.93,off,off,-10.65,14.18,0.22,on,14.09,192,1.000,0.00,0.00,0.00,1.0,2,6.00,0.45,61,84,2.70,68.31,0.84,4.00,202,709,0.00,3.5,0.00,0
471.211,-2.34,-0.78,13.96,off,off,-10.66,14.18,0.22,on,14.09,192,1.000,0.00,0.00,0.00,1.0,2,6.00,0.45,61,84,2.70,68.23,0.82,3.99,202,713,0.00,3.5,0.00,0
471.255,-2.34,-0.78,13.97,off,off,-10.68,14.18,0.22,on,14.09,192,1.000,0.00,0.00,0.00,1.0,2,6.00,0.46,61,84,2.72,68.03,0.84,3.97,202,721,0.00,3.1,0.00,0
471.313,-2.34,-0.78,13.98,off,off,-10.70,14.18,0.22,on,14.09,192,1.000,0.00,0.00,0.00,1.0,2,6.00,0.46,61,84,2.72,67.94,0.84,3.95,202,725,0.00,3.1,0.00,0
471.393,-2.34,-0.78,13.99,off,off,-10.73,14.18,0.22,on,14.09,192,1.000,0.00,0.00,0.00,1.0,2,6.00,0.47,61,84,2.73,67.69,0.82,3.92,202,735,0.00,3.1,0.00,0
471.447,-2.34,-0.78,14.00,off,off,-10.75,14.18,0.22,on,14.09,192,1.000,0.00,0.00,0.00,1.0,2,5.50,0.47,61,84,2.73,67.52,0.82,3.90,202,742,0.00,3.1,0.00,0
471.504,-2.34,-0.78,14.00,off,off,-10.80,14.18,0.21,on,14.09,192,1.000,0.00,0.00,0.00,1.0,2,6.50,0.47,61,84,2.72,67.64,0.78,3.85,202,743,0.00,3.1,0.00,0
471.571,-2.34,-0.78,14.04,off,off,-10.83,14.18,0.21,on,14.15,192,1.000,0.00,0.00,0.00,1.0,2,6.50,0.48,61,84,2.72,67.42,0.78,3.81,202,750,0.00,3.1,0.00,0
471.629,-2.34,-0.78,14.03,off,off,-10.88,14.18,0.21,on,14.15,192,1.000,0.00,0.00,0.00,1.0,2,6.50,0.48,61,84,2.71,67.36,0.80,3.77,202,754,0.00,3.1,0.00,0
471.687,-2.34,-0.78,14.08,off,off,-10.90,14.18,0.21,on,14.15,192,1.000,0.00,0.00,0.00,1.0,2,6.50,0.48,61,84,2.70,67.25,0.78,3.75,202,758,0.00,3.1,0.00,0
471.745,-2.34,-0.78,14.11,off,off,-10.95,14.18,0.21,on,14.15,192,1.000,0.00,0.00,0.00,1.0,2,6.50,0.49,61,84,2.69,67.12,0.80,3.70,202,764,0.00,3.1,0.00,0
471.813,-2.34,-0.78,14.16,off,off,-10.98,14.18,0.21,on,14.15,192,1.000,0.00,0.00,0.00,1.0,2,6.50,0.49,61,84,2.66,67.38,0.78,3.67,202,759,0.00,3.1,0.00,0
471.880,-2.34,-0.78,14.21,off,off,-11.00,14.18,0.21,on,14.15,192,1.000,0.00,0.00,0.00,1.0,2,7.00,0.49,61,84,2.64,67.40,0.78,3.65,202,760,0.00,3.1,0.00,0
471.938,-2.34,-0.78,14.23,off,off,-11.03,14.18,0.21,on,14.15,192,1.000,0.00,0.00,0.00,1.0,2,6.50,0.49,61,84,2.63,67.53,0.80,3.62,202,758,0.00,3.1,0.00,0
471.997,-1.56,-0.78,14.26,off,off,-11.03,14.18,0.19,on,14.15,192,1.000,0.00,0.00,0.00,1.0,2,6.50,0.48,61,84,2.62,67.47,0.80,3.62,202,760,0.00,3.1,0.00,0
472.069,-1.56,-0.78,14.28,off,off,-11.05,14.18,0.19,on,14.15,192,1.000,0.00,0.00,0.00,1.0,2,6.50,0.49,61,84,2.61,67.45,0.78,3.59,202,761,0.00,3.1,0.00,0
472.116,-1.56,-0.78,14.29,off,off,-11.06,14.18,0.19,on,14.15,192,1.000,0.00,0.00,0.00,1.0,1,2.50,0.49,61,84,2.60,67.61,0.74,3.59,201,758,0.00,3.1,0.00,0
472.180,-1.56,-0.78,14.31,off,off,-11.07,14.18,0.19,on,14.15,192,1.000,0.00,0.00,0.00,1.0,1,3.00,0.48,61,84,2.59,67.88,0.76,3.58,201,752,0.00,3.1,0.00,0
472.239,-1.56,-0.78,14.32,off,off,-11.07,14.18,0.21,on,14.15,192,1.000,0.00,0.00,0.00,1.0,1,3.00,0.48,61,84,2.57,68.18,0.76,3.58,201,746,0.00,3.1,0.00,0
472.293,-1.56,-0.78,14.31,off,off,-11.05,14.18,0.21,on,14.15,192,1.000,0.00,0.00,0.00,1.0,1,3.50,0.47,61,84,2.55,68.83,0.76,3.59,201,730,0.00,3.5,0.00,0
472.343,-1.56,-0.78,14.32,off,off,-11.04,14.18,0.21,on,14.15,192,1.000,0.00,0.00,0.00,1.0,1,3.50,0.47,61,84,2.56,68.93,0.76,3.61,201,727,0.00,3.5,0.00,0
472.402,-1.56,-0.78,14.32,off,off,-11.02,14.18,0.21,on,14.15,192,1.000,0.00,0.00,0.00,1.0,1,3.50,0.47,61,84,2.56,69.04,0.76,3.63,201,723,0.00,3.5,0.00,0
472.480,-1.56,-0.78,14.31,off,off,-10.97,14.18,0.21,on,14.15,192,1.000,0.00,0.00,0.00,1.0,1,4.50,0.46,61,84,2.55,69.20,0.80,3.68,201,715,0.00,3.5,0.00,0
472.524,-1.56,-0.78,14.30,off,off,-10.96,14.18,0.21,on,14.15,192,1.000,0.00,0.00,0.00,1.0,1,5.00,0.46,61,84,2.57,69.23,0.80,3.69,201,714,0.00,3.5,0.00,0
472.583,-1.56,-0.78,14.29,off,off,-10.90,14.18,0.21,on,14.15,192,1.000,0.00,0.00,0.00,1.0,1,5.00,0.46,61,84,2.57,69.15,0.78,3.75,201,711,0.00,3.5,0.00,0
472.653,-1.56,-0.78,14.29,off,off,-10.88,14.18,0.21,on,14.15,192,1.000,0.00,0.00,0.00,1.0,1,5.50,0.45,61,84,2.58,69.11,0.76,3.77,201,710,0.00,3.5,0.00,0
472.720,-1.56,-0.78,14.26,off,off,-10.83,14.18,0.21,on,14.15,192,1.000,0.00,0.00,0.00,1.0,1,5.50,0.46,61,84,2.59,68.83,0.74,3.82,201,713,0.00,3.5,0.00,0
472.780,-1.56,-0.78,14.26,off,off,-10.81,14.18,0.21,on,14.15,192,1.000,0.00,0.00,0.00,1.0,1,5.50,0.46,61,84,2.59,68.74,0.72,3.84,201,713,0.00,3.5,0.00,0
472.825,-1.56,-0.78,14.25,off,off,-10.79,14.18,0.21,on,14.15,192,1.000,0.00,0.00,0.00,1.0,1,5.00,0.46,61,84,2.60,68.59,0.70,3.86,201,715,0.00,3.5,0.00,0
472.883,-1.56,-0.78,14.22,off,off,-10.79,14.18,0.21,on,14.15,192,1.000,0.00,0.00,0.00,1.0,1,5.00,0.46,61,84,2.59,68.56,0.68,3.86,201,716,0.00,3.1,0.00,0
472.950,-1.56,-0.78,14.22,off,off,-10.79,14.18,0.21,on,14.15,192,1.000,0.00,0.00,0.00,1.0,1,5.00,0.46,61,84,2.58,68.66,0.68,3.86,201,713,0.00,3.1,0.00,0
473.004,-1.56,-0.78,14.19,off,off,-10.79,14.18,0.21,on,14.15,192,1.000,0.00,0.00,0.00,1.0,1,5.00,0.46,61,84,2.58,68.52,0.70,3.86,201,717,0.00,3.1,0.00,0
473.063,-1.56,-0.78,14.19,off,off,-10.79,14.18,0.21,on,14.15,192,1.000,0.00,0.00,0.00,1.0,1,5.00,0.46,61,84,2.57,68.35,0.70,3.86,201,722,0.00,3.1,0.00,0
473.127,-1.56,-0.78,14.16,off,off,-10.81,14.18,0.21,on,14.15,192,1.000,0.00,0.00,0.00,1.0,0,5.00,0.46,61,84,2.55,68.62,0.72,3.84,201,715,0.00,3.1,0.00,0
473.183,-1.56,1.56,14.14,off,off,-10.82,14.18,0.21,on,14.15,192,1.000,0.00,0.00,0.00,1.0,0,5.00,0.46,61,84,2.54,68.61,0.70,3.83,201,717,0.00,3.1,0.00,0
473.243,-2.34,6.25,14.14,off,off,-10.82,14.18,0.21,on,14.15,192,1.000,0.00,0.00,0.00,1.0,0,5.00,0.46,61,84,2.54,68.53,0.70,3.83,201,720,0.00,3.1,0.00,0
473.307,-2.34,7.81,14.11,off,off,-10.82,14.18,0.21,on,14.15,192,1.000,0.00,0.00,0.00,1.0,0,5.00,0.46,61,84,2.52,68.64,0.68,3.83,201,717,0.00,3.1,0.00,0
473.363,-2.34,9.38,14.13,off,off,-10.83,14.18,0.21,on,14.15,192,1.000,0.00,0.00,0.00,1.0,0,5.00,0.46,61,84,2.52,68.53,0.66,3.82,201,721,0.00,3.1,0.00,0
473.423,-2.34,10.16,14.10,off,off,-10.83,14.18,0.21,on,14.15,192,1.000,0.00,0.00,0.00,1.0,0,5.00,0.46,61,84,2.50,68.49,0.68,3.82,201,721,0.00,3.1,0.00,0
473.498,-2.34,11.72,14.11,off,off,-10.83,14.18,0.21,on,14.15,192,1.000,0.00,0.00,0.00,1.0,0,5.00,0.46,61,84,2.50,68.40,0.68,3.82,201,724,0.00,3.1,0.00,0
473.543,-2.34,11.72,14.10,off,off,-10.83,14.18,0.19,on,14.15,192,1.000,0.00,0.00,0.00,1.0,0,4.50,0.46,61,84,2.49,68.23,0.66,3.82,201,729,0.00,3.1,0.00,0
473.603,-2.34,11.72,14.10,off,off,-10.84,14.18,0.19,on,14.15,192,1.000,0.00,0.00,0.00,1.0,0,4.50,0.62,61,84,2.48,68.33,0.66,3.81,201,727,0.00,3.1,0.00,0
473.671,-2.34,11.72,14.12,off,off,-10.87,14.18,0.19,on,14.15,192,1.000,0.00,0.00,0.00,1.0,0,4.50,0.62,61,84,2.47,68.33,0.68,3.78,201,728,0.00,3.1,0.00,0
473.729,-2.34,11.72,14.11,off,off,-10.87,14.18,0.19,on,14.15,192,1.000,0.00,0.00,0.00,1.0,0,4.50,0.47,61,84,2.46,68.29,0.68,3.78,201,730,0.00,3.1,0.00,0
473.783,-2.34,11.72,14.13,off,off,-10.87,14.18,0.19,on,14.15,192,1.000,0.00,0.00,0.00,1.0,0,4.00,0.46,61,84,2.44,68.41,0.64,3.78,201,727,0.00,3.1,0.00,0
473.858,-2.34,11.72,14.13,off,off,-10.88,14.18,0.19,on,14.15,192,1.000,0.00,0.00,0.00,1.0,0,4.50,0.46,61,84,2.43,68.48,0.66,3.77,201,726,0.00,3.1,0.00,0
473.903,-2.34,11.72,14.14,off,off,-10.88,14.18,0.19,on,14.15,192,1.000,0.00,0.00,0.00,1.0,0,4.00,0.62,61,84,2.42,68.43,0.68,3.77,201,727,0.00,3.1,0.00,0
473.967,-2.34,11.72,14.13,off,off,-10.89,14.18,0.19,on,14.15,192,1.000,0.00,0.00,0.00,1.0,0,4.50,0.62,61,84,2.41,68.63,0.70,3.76,201,723,0.00,3.1,0.00,0
474.024,-2.34,11.72,14.13,off,off,-10.90,14.18,0.19,on,14.15,192,1.000,0.00,0.00,0.00,1.0,0,4.50,0.62,61,84,2.40,68.62,0.72,3.75,201,724,0.00,3.1,0.00,0
474.093,-2.34,11.72,14.12,off,off,-10.89,14.18,0.19,on,14.15,192,1.000,0.00,0.00,0.00,1.0,0,4.50,0.46,61,84,2.38,68.68,0.74,3.76,201,722,0.00,3.1,0.00,0
474.160,-2.34,11.72,14.12,off,off,-10.89,14.18,0.19,on,14.15,192,1.000,0.00,0.00,0.00,1.0,0,4.50,0.46,61,84,2.38,68.62,0.72,3.76,201,723,0.00,3.1,0.00,0
474.216,-2.34,11.72,14.07,off,off,-10.89,14.18,0.19,on,14.15,192,1.000,0.00,0.00,0.00,1.0,0,4.50,0.46,61,84,2.38,68.55,0.72,3.76,201,725,0.00,3.1,0.00,0
474.281,-2.34,11.72,14.07,off,off,-10.89,14.18,0.19,on,14.15,192,1.000,0.00,0.00,0.00,1.0,0,4.50,0.46,61,86,2.36,68.55,0.70,3.76,201,725,0.00,3.1,0.00,0
474.335,-2.34,11.72,14.03,off,off,-10.90,14.18,0.19,on,14.15,192,1.000,0.00,0.00,0.00,1.0,0,4.50,0.46,61,86,2.35,68.57,0.70,3.75,201,725,0.00,3.1,0.00,0
474.404,-3.12,11.72,14.03,off,off,-10.90,14.18,0.19,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,4.50,0.46,61,86,2.35,68.52,0.70,3.75,201,726,0.00,3.1,0.00,0
474.463,-3.12,11.72,13.98,off,off,-10.89,14.18,0.19,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,4.50,0.46,61,86,2.33,68.71,0.72,3.76,201,721,0.00,3.1,0.00,0
474.527,-3.12,11.72,13.97,off,off,-10.90,14.18,0.18,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,4.50,0.46,61,86,2.33,68.77,0.72,3.75,201,721,0.00,3.1,0.00,0
474.586,-3.12,11.72,13.92,off,off,-10.90,14.18,0.19,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,4.50,0.46,61,86,2.32,68.85,0.72,3.75,201,719,0.00,3.1,0.00,0
474.652,-3.91,11.72,13.91,off,off,-10.90,14.18,0.18,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,5.00,0.46,61,86,2.30,69.06,0.74,3.74,201,713,0.00,3.1,0.00,0
474.706,-3.91,11.72,13.87,off,off,-10.89,14.18,0.18,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,5.00,0.46,61,86,2.30,69.00,0.76,3.76,201,714,0.00,3.1,0.00,0
474.764,-3.91,11.72,13.87,off,off,-10.89,14.18,0.18,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,5.00,0.45,61,86,2.29,69.14,0.72,3.76,201,710,0.00,3.1,0.00,0
474.842,-3.91,11.72,13.83,off,off,-10.89,14.18,0.18,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,5.50,0.45,63,86,2.29,69.07,0.70,3.76,201,712,0.00,3.1,0.00,0
474.905,-3.91,11.72,13.84,off,off,-10.88,14.18,0.18,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,5.00,0.46,61,86,2.29,68.93,0.72,3.77,201,714,0.00,3.1,0.00,0
474.963,-3.91,11.72,13.80,off,off,-10.87,14.18,0.18,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,5.50,0.46,63,86,2.28,69.02,0.72,3.78,201,712,0.00,3.1,0.00,0
475.027,-4.69,11.72,13.81,off,off,-10.87,14.18,0.18,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,5.50,0.45,63,86,2.28,69.06,0.72,3.78,201,711,0.00,3.1,0.00,0
475.085,-4.69,11.72,13.79,off,off,-10.86,14.18,0.18,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,5.50,0.45,63,86,2.28,69.05,0.72,3.79,201,710,0.00,3.1,0.00,0
475.143,-4.69,11.72,13.80,off,off,-10.86,14.18,0.18,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,5.50,0.45,63,86,2.27,69.10,0.72,3.79,201,709,0.00,3.1,0.00,0
475.210,-4.69,11.72,13.79,off,off,-10.86,14.18,0.18,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,5.50,0.45,63,86,2.27,69.12,0.72,3.78,201,709,0.00,3.1,0.00,0
475.264,-4.69,11.72,13.79,off,off,-10.86,14.18,0.18,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,5.50,0.45,63,86,2.27,69.08,0.72,3.79,201,709,0.00,3.1,0.00,0
475.343,-5.47,11.72,13.79,off,off,-10.86,14.18,0.18,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,5.50,0.45,63,86,2.26,69.19,0.72,3.78,201,706,0.00,3.1,0.00,0
475.397,-5.47,11.72,13.80,off,off,-10.86,14.18,0.18,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,5.50,0.45,63,86,2.26,69.17,0.72,3.79,201,707,0.00,3.1,0.00,0
475.461,-5.47,11.72,13.83,off,off,-10.85,14.18,0.18,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,5.50,0.45,63,86,2.25,69.35,0.72,3.80,201,701,0.00,3.1,0.00,0
475.515,-5.47,11.72,13.79,off,off,-10.85,14.18,0.18,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,6.00,0.45,63,86,2.25,69.31,0.72,3.80,201,702,0.00,3.1,0.00,0
475.583,-5.47,11.72,13.82,off,off,-10.84,14.18,0.18,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,6.00,0.45,63,86,2.26,69.12,0.72,3.80,201,706,0.00,3.1,0.00,0
475.647,-5.47,11.72,13.82,off,off,-10.84,14.18,0.18,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,6.00,0.45,63,86,2.25,69.15,0.72,3.81,201,705,0.00,3.1,0.00,0
475.716,-5.47,11.72,13.85,off,off,-10.85,14.18,0.18,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,6.00,0.45,63,86,2.26,69.15,0.74,3.80,201,706,0.00,3.1,0.00,0
475.770,-5.47,11.72,13.86,off,off,-10.76,14.18,0.21,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,10.50,0.45,63,86,2.48,68.78,1.04,3.89,201,707,0.00,5.9,0.00,0
475.827,-5.47,11.72,13.88,off,off,-10.35,14.18,0.21,on,14.09,194,1.000,0.00,0.00,0.00,1.0,0,10.50,0.45,63,86,2.62,67.32,1.04,4.30,201,703,0.00,5.9,0.00,0
475.884,-5.47,11.72,13.89,off,off,-10.12,14.18,0.23,on,14.09,194,1.000,0.00,0.00,0.00,1.0,0,10.50,0.60,63,86,2.90,67.04,1.08,4.53,201,708,0.00,5.9,0.00,0
475.948,-5.47,11.72,13.92,off,off,-9.95,14.18,0.26,on,14.04,194,1.000,0.00,0.00,0.00,1.0,0,10.50,0.61,63,86,3.19,66.88,1.06,4.70,201,725,0.00,5.9,0.00,0
476.006,-5.47,11.72,13.95,off,off,-9.71,14.18,0.27,on,13.99,194,1.000,0.00,0.00,0.00,1.0,0,10.00,0.64,61,86,3.44,66.38,1.04,4.94,201,746,0.00,5.5,0.00,0
476.064,-5.47,11.72,13.98,off,off,-9.62,14.18,0.27,on,14.09,194,1.000,0.00,0.00,0.00,1.0,0,9.50,0.82,63,86,3.67,65.28,1.04,5.02,201,785,0.00,5.5,0.00,0
476.123,-5.47,11.72,13.98,off,off,-9.55,14.18,0.27,on,14.09,194,1.000,0.00,0.00,0.00,1.0,0,6.50,0.85,63,86,3.76,64.87,1.00,5.10,201,798,0.00,4.7,0.00,0
476.190,-5.47,11.72,14.02,off,off,-9.56,14.18,0.27,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,5.50,0.88,63,86,3.82,64.91,0.88,5.09,201,827,0.00,4.3,0.00,0
476.249,-5.47,11.72,14.06,off,off,-9.67,14.18,0.26,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,3.50,0.90,63,86,3.82,65.01,0.88,4.98,201,846,0.00,4.3,0.00,0
476.307,-5.47,11.72,14.09,off,off,-9.79,14.18,0.26,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,3.50,0.91,63,86,3.83,65.08,0.84,4.86,201,859,0.00,4.3,0.00,0
476.364,-4.69,11.72,14.14,off,off,-9.89,14.18,0.26,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,1.50,0.74,63,86,3.79,65.11,0.78,4.75,201,866,0.00,4.3,0.00,0
476.423,-4.69,11.72,14.18,off,off,-9.94,14.18,0.26,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,1.00,0.74,63,86,3.75,65.14,0.76,4.71,201,870,0.00,4.3,0.00,0
476.483,-4.69,11.72,14.22,off,off,-10.03,14.18,0.25,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,0.50,0.75,63,86,3.70,65.16,0.84,4.62,201,874,0.00,4.7,0.00,0
476.547,-4.69,11.72,14.26,off,off,-10.09,14.18,0.25,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,0.50,0.74,63,86,3.65,65.17,0.84,4.56,201,874,0.00,4.7,0.00,0
476.604,-4.69,11.72,14.29,off,off,-10.15,14.18,0.25,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,0.00,0.74,63,86,3.59,65.17,0.84,4.50,200,870,0.00,4.7,0.00,0
476.663,-4.69,11.72,14.34,off,off,-10.16,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,0.50,0.74,63,86,3.54,65.17,0.86,4.48,200,868,0.00,4.7,0.00,0
476.723,-3.91,11.72,14.37,off,off,-10.20,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,0.50,0.74,63,86,3.51,65.18,0.88,4.45,200,865,0.00,4.7,0.00,0
476.787,-3.91,11.72,14.41,off,off,-10.21,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,0.50,0.73,63,86,3.47,65.17,0.88,4.44,200,859,0.00,4.7,0.00,0
476.846,-3.91,11.72,14.44,off,off,-10.22,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,1.00,0.73,63,86,3.43,65.17,0.88,4.43,200,857,0.00,4.7,0.00,0
476.903,-3.91,11.72,14.46,off,off,-10.23,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,1.50,0.73,63,86,3.41,65.17,0.92,4.42,200,853,0.00,4.7,0.00,0
476.963,-3.12,11.72,14.48,off,off,-10.21,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,2.00,0.73,63,86,3.38,65.16,0.94,4.44,200,850,0.00,4.7,0.00,0
477.023,-3.12,11.72,14.48,off,off,-10.21,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,2.00,0.72,63,86,3.38,65.16,0.94,4.44,200,846,0.00,4.7,0.00,0
477.106,-3.12,11.72,14.52,off,off,-10.20,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,2.50,0.72,63,86,3.37,65.15,0.94,4.45,200,843,0.00,4.7,0.00,0
477.174,-3.12,11.72,14.55,off,off,-10.19,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,2.50,0.72,63,86,3.37,65.14,0.94,4.46,200,842,0.00,4.7,0.00,0
477.217,-3.12,11.72,14.55,off,off,-10.18,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,3.00,0.72,63,86,3.37,65.14,0.90,4.47,200,840,0.00,4.7,0.00,0
477.276,-3.12,11.72,14.56,off,off,-10.18,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,3.00,0.72,63,86,3.38,65.14,0.92,4.46,200,844,0.00,4.7,0.00,0
477.362,-2.34,11.72,14.59,off,off,-10.17,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,2.50,0.72,63,86,3.37,65.14,0.88,4.48,200,843,0.00,4.7,0.00,0
477.406,-2.34,11.72,14.58,off,off,-10.17,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,3.00,0.72,63,86,3.36,65.14,0.90,4.48,200,843,0.00,4.7,0.00,0
477.479,-2.34,11.72,14.60,off,off,-10.18,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,2.50,0.72,63,86,3.35,65.14,0.90,4.47,200,842,0.00,4.7,0.00,0
477.523,-2.34,11.72,14.60,off,off,-10.18,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,3.00,0.72,63,86,3.34,65.14,0.88,4.46,200,842,0.00,4.7,0.00,0
477.583,-2.34,11.72,14.63,off,off,-10.20,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,3.00,0.72,61,86,3.35,65.15,0.88,4.45,200,843,0.00,4.7,0.00,0
